Metric,Runtime (RDTSC) [s],Runtime unhalted [s],Clock [MHz],CPI,Cycles without execution [%],Cycles without execution due to L1D [%],Cycles without execution due to L2 [%],Cycles without execution due to memory [%]
Core 0,0.2133,0.2195,2694.3043,0.7744,28.4214,24.9845,19.1908,28.3820
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
