Metric,Runtime (RDTSC) [s],Runtime unhalted [s],Clock [MHz],CPI,Cycles without execution [%],Cycles without execution due to L1D [%],Cycles without execution due to L2 [%],Cycles without execution due to memory [%]
Core 0,4.4915,5.4439,3202.4813,0.8527,51.9222,50.7591,51.8231,51.6179
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
