Metric,Runtime (RDTSC) [s],Runtime unhalted [s],Clock [MHz],CPI,Cycles without execution [%],Cycles without execution due to L1D [%],Cycles without execution due to L2 [%],Cycles without execution due to memory [%]
Core 0,38.0577,46.5218,3201.3126,0.9125,54.1756,53.3361,53.9907,54.0195
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
