Metric,Core 0,,,,
Runtime (RDTSC) [s],4.1885,,,,
Runtime unhalted [s],5.1421,,,,
Clock [MHz],3199.1842,,,,
CPI,0.3321,,,,
Cycles without execution [%],9.8953,,,,
Cycles without execution due to L1D [%],8.3630,,,,
Cycles without execution due to L2 [%],7.2931,,,,
Cycles without execution due to memory [%],9.7880,,,,
