Metric,Core 0,,,,
Runtime (RDTSC) [s],6.9078,,,,
Runtime unhalted [s],8.4770,,,,
Clock [MHz],3198.4121,,,,
CPI,0.3447,,,,
Cycles without execution [%],11.0127,,,,
Cycles without execution due to L1D [%],9.5021,,,,
Cycles without execution due to L2 [%],9.2621,,,,
Cycles without execution due to memory [%],10.9314,,,,
