Metric,Core 0,,,,
Runtime (RDTSC) [s],15.1391,,,,
Runtime unhalted [s],18.5732,,,,
Clock [MHz],3197.8401,,,,
CPI,0.3555,,,,
Cycles without execution [%],12.6468,,,,
Cycles without execution due to L1D [%],11.1579,,,,
Cycles without execution due to L2 [%],11.1107,,,,
Cycles without execution due to memory [%],12.5690,,,,
