Metric,Core 0,,,,
Runtime (RDTSC) [s],0.1791,,,,
Runtime unhalted [s],0.2176,,,,
Clock [MHz],3200.7262,,,,
CPI,0.3749,,,,
Cycles without execution [%],16.4260,,,,
Cycles without execution due to L1D [%],14.8549,,,,
Cycles without execution due to L2 [%],15.1962,,,,
Cycles without execution due to memory [%],16.1870,,,,
