Metric,Core 0,,,,
Runtime (RDTSC) [s],0.5463,,,,
Runtime unhalted [s],0.6688,,,,
Clock [MHz],3200.4040,,,,
CPI,0.3438,,,,
Cycles without execution [%],11.2644,,,,
Cycles without execution due to L1D [%],9.6677,,,,
Cycles without execution due to L2 [%],9.5545,,,,
Cycles without execution due to memory [%],11.1594,,,,
