Metric,Core 0,,,,
Runtime (RDTSC) [s],0.0922,,,,
Runtime unhalted [s],0.0900,,,,
Clock [MHz],2599.9958,,,,
CPI,0.3664,,,,
Cycles without execution [%],15.0684,,,,
Cycles without execution due to L1D [%],13.2639,,,,
Cycles without execution due to L2 [%],13.6569,,,,
Cycles without execution due to memory [%],14.6925,,,,
