Metric,Core 0,,,,
Runtime (RDTSC) [s],0.1178,,,,
Runtime unhalted [s],0.1091,,,,
Clock [MHz],2599.9867,,,,
CPI,0.4525,,,,
Cycles without execution [%],23.9040,,,,
Cycles without execution due to L1D [%],21.5149,,,,
Cycles without execution due to L2 [%],22.8965,,,,
Cycles without execution due to memory [%],23.5299,,,,
