Metric,Core 0,,,,
Runtime (RDTSC) [s],2.5531,,,,
Runtime unhalted [s],3.0791,,,,
Clock [MHz],3204.7922,,,,
CPI,0.6845,,,,
Cycles without execution [%],46.9256,,,,
Cycles without execution due to L1D [%],45.3806,,,,
Cycles without execution due to L2 [%],46.6682,,,,
Cycles without execution due to memory [%],46.6042,,,,
