Metric,Core 0,,,,
Runtime (RDTSC) [s],0.0109,,,,
Runtime unhalted [s],0.0036,,,,
Clock [MHz],1201.7821,,,,
CPI,0.3809,,,,
Cycles without execution [%],14.5506,,,,
Cycles without execution due to L1D [%],9.6053,,,,
Cycles without execution due to L2 [%],10.4190,,,,
Cycles without execution due to memory [%],11.1592,,,,
