Metric,Core 0,,,,
Runtime (RDTSC) [s],0.6921,,,,
Runtime unhalted [s],0.7403,,,,
Clock [MHz],2917.9813,,,,
CPI,0.3894,,,,
Cycles without execution [%],16.6493,,,,
Cycles without execution due to L1D [%],13.9132,,,,
Cycles without execution due to L2 [%],14.9989,,,,
Cycles without execution due to memory [%],16.4795,,,,
