Metric,Core 0,,,,
Runtime (RDTSC) [s],0.4262,,,,
Runtime unhalted [s],0.4419,,,,
Clock [MHz],2833.7895,,,,
CPI,0.3993,,,,
Cycles without execution [%],17.9201,,,,
Cycles without execution due to L1D [%],15.3186,,,,
Cycles without execution due to L2 [%],16.4975,,,,
Cycles without execution due to memory [%],17.7587,,,,
