Metric,Core 0,,,,
Runtime (RDTSC) [s],34.2273,,,,
Runtime unhalted [s],41.7864,,,,
Clock [MHz],3200.7240,,,,
CPI,0.9715,,,,
Cycles without execution [%],55.9763,,,,
Cycles without execution due to L1D [%],55.2033,,,,
Cycles without execution due to L2 [%],55.8639,,,,
Cycles without execution due to memory [%],55.7343,,,,
