Metric,Core 0,,,,
Runtime (RDTSC) [s],9.9731,,,,
Runtime unhalted [s],12.1336,,,,
Clock [MHz],3200.0382,,,,
CPI,1.0413,,,,
Cycles without execution [%],57.9443,,,,
Cycles without execution due to L1D [%],57.2221,,,,
Cycles without execution due to L2 [%],57.8792,,,,
Cycles without execution due to memory [%],57.6995,,,,
