Metric,Core 0,,,,
Runtime (RDTSC) [s],0.2145,,,,
Runtime unhalted [s],0.2531,,,,
Clock [MHz],3214.5691,,,,
CPI,0.4451,,,,
Cycles without execution [%],23.8694,,,,
Cycles without execution due to L1D [%],21.6014,,,,
Cycles without execution due to L2 [%],22.7945,,,,
Cycles without execution due to memory [%],23.7038,,,,
