Metric,Core 0,,,,
Runtime (RDTSC) [s],171.0296,,,,
Runtime unhalted [s],202.8504,,,,
Clock [MHz],3140.4186,,,,
CPI,1.4534,,,,
Cycles without execution [%],58.2409,,,,
Cycles without execution due to L1D [%],57.8805,,,,
Cycles without execution due to L2 [%],57.2502,,,,
Cycles without execution due to memory [%],57.9951,,,,
