Metric,Core 0,,,,
Runtime (RDTSC) [s],38.8460,,,,
Runtime unhalted [s],47.6068,,,,
Clock [MHz],3197.2045,,,,
CPI,1.3925,,,,
Cycles without execution [%],56.2681,,,,
Cycles without execution due to L1D [%],55.5201,,,,
Cycles without execution due to L2 [%],54.9011,,,,
Cycles without execution due to memory [%],56.0277,,,,
