Metric,Core 0,,,,
Runtime (RDTSC) [s],4.4687,,,,
Runtime unhalted [s],5.4794,,,,
Clock [MHz],3196.1145,,,,
CPI,0.7376,,,,
Cycles without execution [%],22.7992,,,,
Cycles without execution due to L1D [%],18.5863,,,,
Cycles without execution due to L2 [%],10.4902,,,,
Cycles without execution due to memory [%],22.7797,,,,
