Metric,Core 0,,,,
Runtime (RDTSC) [s],0.5080,,,,
Runtime unhalted [s],0.6231,,,,
Clock [MHz],3197.2564,,,,
CPI,0.6610,,,,
Cycles without execution [%],21.7908,,,,
Cycles without execution due to L1D [%],19.2760,,,,
Cycles without execution due to L2 [%],14.5955,,,,
Cycles without execution due to memory [%],21.7322,,,,
