Metric,Core 0,,,,
Runtime (RDTSC) [s],211.4530,,,,
Runtime unhalted [s],241.3691,,,,
Clock [MHz],3084.0948,,,,
CPI,1.4419,,,,
Cycles without execution [%],58.7656,,,,
Cycles without execution due to L1D [%],58.1308,,,,
Cycles without execution due to L2 [%],57.5080,,,,
Cycles without execution due to memory [%],58.4559,,,,
