Metric,Core 0,,,,
Runtime (RDTSC) [s],115.7000,,,,
Runtime unhalted [s],133.0806,,,,
Clock [MHz],3173.4513,,,,
CPI,1.4222,,,,
Cycles without execution [%],57.3997,,,,
Cycles without execution due to L1D [%],56.6120,,,,
Cycles without execution due to L2 [%],55.6606,,,,
Cycles without execution due to memory [%],57.1876,,,,
