Metric,Runtime (RDTSC) [s],Runtime unhalted [s],Clock [MHz],CPI,Cycles without execution [%],Cycles without execution due to L1D [%],Cycles without execution due to L2 [%],Cycles without execution due to memory [%]
Core 0,0.0048,0.0042,2585.6751,0.4410,25.5882,22.3561,22.8795,23.8294
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
